term,coef,OR,OR_lo95,OR_hi95,z,p
const,2.060798175357877,7.852234770015306,1.6282243089607116,37.867995548348674,2.5673066406655,0.010249193283229152
BUN_mg_dL,-0.7865788403875742,0.4554001297730447,0.14103541527305363,1.4704766018931272,-1.3152533909945283,0.1884247568307913
ALP_U_L,-1.048671509683126,0.35040294695935814,0.11296474910685485,1.0869074309337103,-1.8157082303218932,0.0694151408778485
Albumin_g_dL,1.0228011236666832,2.780973715265929,0.835648156046725,9.254869706871647,1.6673117614009205,0.09545242916819996
Group_G1_Supportive,-0.48937111991548776,0.6130117838922197,0.09300857381254267,4.040309745509131,-0.5086552584285566,0.6109938887434465
Group_G2_PGF2a,0.0,1.0,,,,
Group_G3_Aglepristone_PGF2a,0.8946619057660796,2.4465084992023405,0.25604169462701637,23.376676386197204,0.776906337491031,0.43721403194449504
Group_G4_OHE,2.5695910785034863,13.060482636714712,0.6179150922429574,276.05120646067303,1.6507395186016895,0.09879177469578604
